original_index,content,clean_final,pred_topic
4454,"sialan emng, karakter gw emng char lawas tapi emng udah g guna lgi di Meta sekarang sekali di senggol mokad",sial emng karakter emng char lawas emng meta senggol mokad,-1
4455,global passiv,global passiv,20
4457,"suka sama desain karakter dan alur game nya, tapi -gaada char b4 -GP -hp inflation & powercreep nya kurang😕",suka desain karakter alur char b gp inflation powercreep,-1
4458,"Bagus gw suka story nya, game nya juga santai walau hp musuh nya makin tebel ya gapapa lah",suka story santai musuh tebel gapapa,-1
4459,"saya suka tema game, alur cerita, dan karakternya",suka tema alur cerita karakter,-1
4460,Penyakit passive gila,sakit passive gila,-1
4461,"greedy game, powercreep gila-gilaan, eventnya kurang, story n character development gaada pendirian, keliatan banget pilih kasihnya antara karakter",greedy powercreep gila gila eventnya story n character development diri liat pilih kasih karakter,15
4462,give more stellar jade,give stellar jade,-1
4464,"game nya bagus sih, gw main nih game buat have fun doang bukan buat di seriusin, lagian cuman orng alay yg banyak ngomong yg jelas gara-gara global pasif Castorise, main game mah have fun aja gk perlu di lebih-lebih kan.",nih fun doang seriusin cuman orng alay ngomong gara gara global pasif castorise mah fun,-1
4466,u used to be the best game back then.,u used back,9
4467,"still and Will never be a bad game for me😁ITS f2p,easy to play,and the most important is i'm having fun:)",still never bad f p easy important fun,0
4468,my enjoying game😊,enjoying,9
4469,fomo gue njir,fomo njir,-1
4471,simpel saja game bagus dan jika ada mempermasalahkan global passive ya jangan gacha.. lagi pula ini game tidak ada mode coop yang mengharuskan kita lebih kuat dan unggul.,simpel masalah global passive gacha mode coop harus kuat unggul,-1
4472,selalu setia menunggu konten baru 🔥🔥,setia tunggu konten,30
4473,"engga begitu peduli sy mah dgn powercreep atau apalah itu... asalkan ada sunday, hehehe istriku🤭🤭 mksih mang hoyo sdh menciptakan sunday",engga peduli mah powercreep apa sunday hehehe istri mang hoyo sdh cipta sunday,-1
4474,"game baik, gw bukan buzzer. makanya Gacha CASTORICE!!!!",buzzer gacha castorice,-1
4476,"BAGI YANG MERASA DIRUGKAN YAUDAH APUS AJA TOD GA USH NGASIH ULASAN BURUK,LU GA DAPET CARTORICE TINGGAL JUAL AJA AKUN BUSUK LO",dirugkan yaudah apus tod ush ulas buruk cartorice tinggal jual akun busuk lo,-1
4477,dipikir pikir ulang,pikir pikir ulang,-1
4478,cukup dengan e4 bronya dan lightconenya🥀,e bronya lightconenya,-1
4479,"storytelling jadi ngebosenin di amphoreus, terus apa apaan global passive??, kalau begitu karakter lama juga dikasih lah.",storytelling ngebosenin amphoreus global passive karakter kasih,-1
4480,semoga ramah f2p,moga ramah f p,-1
4482,ingat kata Jokowi GACHA GACHA GACHA,jokowi gacha gacha gacha,-1
4483,Pls lah B4 nya knp berhenti di moze?tambah lagi skrng ada global pasif yg bisa ngerusak ini game hdeh,b henti moze skrng global pasif ngerusak hdeh,-1
4485,Sangat megah dan mewah,megah mewah,-1
4486,"bagus min, tp tp tp HP kentangku gk kuat.. ad rencana bikin hsr cloud ndak? 🤭🥰",tp tp tp kentang kuat ad rencana hsr cloud ndak,-1
4488,"salam untuk developer hoyo,saya sebagai salah satu player yang menikmati game ini hanya untuk mendapatkan waifu merasa sangat tidak nyaman karena konten end game yang terlalu susah dan sumber stellar jade untuk player F2P sangat sedikit, dan juga tolong buff karakter lama dan jangan lupa untuk membuat char b4 baru dan tolong hapus Global passive karena dapat merusak keseimbangan dalam game. itu saja dari saya mohon dengarkan ulasan ini hoyo",salam developer hoyo salah player nikmat waifu nyaman konten end susah sumber stellar jade player f p buff karakter lupa char b hapus global passive rusak imbang dengar ulas hoyo,10
4489,Tolong jgn bikin aku rate off berturut turut!,rate,-1
4490,hp inflasi gaje,inflasi gaje,-1
4491,untuk yg layar hitam mungkin di betulkan lagi ya kasihan hp yang tidak mumpuni/low end device mungkin mengalami keluhan,layar hitam betul kasihan mumpuni low end device alami keluh,-1
4492,"game nya seruuu bangett, cuman powercreep nya kebesaran hoyoo",seruuu bangett cuman powercreep besar hoyoo,-1
4493,"gw main pas awal liris.sekarang nyoba main LG ,seele gw kena powercreep Kon. malas ah kalo dikit2 gacha karakter baru dulu baru bisa bersaing.skip mending genshin atau GK palingan zelda",liris nyoba seele kena powercreep kon malas ah dikit gacha karakter saing skip mending genshin paling zelda,-1
4494,global pasif lah hp inflasi lah udh gacha rate off mulu farming pun statnya deff terus,global pasif inflasi gacha rate mulu farming statnya deff,-1
4495,"I DON'T CARE ABOUT THE CASTORICE KIT, IF YOU PLAY THE GAME, JUST PLAY IT, DON'T BE EXAGGERATED, IF YOU DON'T PLAY IT, JUST UNINSTALL IT😛",care castorice kit exaggerated uninstall,0
4496,90% drama ngomong doang 10% game ngikutin alur aja banyak omong capek gw skip dialog nya teken teken terus sambil tiduran,drama ngomong doang ngikutin alur omong lelah skip dialog teken teken tidur,-1
4497,"buat lu yg fomo ngasih bintang satu karena castorice,lu tolol bet sumpah",fomo bintang castorice tolol bet sumpah,-1
4498,pecat shaoji dan akan kuberikan bintang 5,pecat shaoji beri bintang,-1
4499,Semakin kesini makin kikir,kesini kikir,26
4500,"walau powercreep makin edan, masih ada yang bikin nyaman",powercreep edan nyaman,6
4502,"itu yg spam *1 buat apalah, global pasif global pasif, hsr bukan game compe buat apa di masalahin global pasif, ""tapi kan untuk update kedepan nya bisa merusak game nya"", ya kalau ngerusak gak usah di gacha char nya atau gak berhenti aja main, game tu penghilang stres, kemaren koar koar powercreep sekarang dikasih char yg bagus malah ngeluh.",spam apa global pasif global pasif hsr compe masalahin global pasif update depan rusak ngerusak gacha char henti tu hilang stres kemaren koar koar powercreep kasih char ngeluh,-1
4503,"powercreep terlalu parah, Hp inflation dari end game content semakin gila, karakter lama yang semakin tidak berguna , semakin lama game semakin pay to win, semakin membosankan, ditambah adanya global pasif castoris, dan gilanya developer gak mendengar kan pemain",powercreep parah inflation end content gila karakter guna pay win bosan tambah global pasif castoris gila developer dengar main,-1
4504,so greedy,greedy,-1
4505,kebanyakan Gimik untuk p2w. padahal awal2 seru antara yg p2w sama f2p,banyak gimik p p f p,-1
4506,"Bilangin ke mihoyo terimakasih sudah menciptakan waifu"" Yang cantik🙈😌",bilangin mihoyo cipta waifu cantik,-1
4507,game bagus enak di nikmati saat santai ramah juga untuk f2p,enak nikmat santai ramah f p,-1
4508,"please, I just need energy😄please increase energy regeneration rate heheheh",need energy increase energy regeneration rate heheheh,-1
4509,perkara global pasif kok ribet,perkara global pasif ribet,20
4510,"blackscreen, global passive and many more",blackscreen global passive many,20
4511,"make it more usable for older characters, we need 4 star character!",usable older characters need star character,0
4513,Mana mydei kuuuuuuuuuh 😭😭 pulanginnn mydeii,mydei kuuuuuuuuuh pulanginnn mydeii,-1
4514,"teruskan ketamakan lu hoyo, jangan dengerin player lu biar ancur gane lu",terus tamak hoyo dengerin player biar ancur gane,2
4516,gw gk perduli P.C itu gw orgnya fokus story,duli p c orgnya fokus story,-1
4517,penyakit poeercrrep gila,sakit poeercrrep gila,6
4519,"seru game nya min, janlup castorise nyaa",janlup castorise nyaa,-1
4522,ini game bagus buar refresing,buar refresing,-1
4525,GACHA NYA GACHOR,gacha gachor,22
4526,"game nya seru plus bagus banget, keep it up HOYO!",plus keep hoyo,-1
4528,"game nya sangat bagus, btw yang bilang power creep gila berarti build issue,",btw bilang power creep gila build issue,-1
4530,"hmm tau lah ya,ga perlu gw jelasin",hmm tau jelasin,-1
4532,Global Passive ruins the game fr fr,global passive ruins fr fr,20
4534,saya suka bermain game Honkai: Star Rail,suka main honkai star rail,7
4536,bilang aja skill issue yang ngasih bintang 1,bilang skill issue bintang,-1
4537,perkembangan karakter yang semakin bagus,kembang karakter,-1
4538,"Pasti yang ngerating bintang 1 cuma orang-orang yang gak pengen ada global passive castorice, game banyak bansos gini kok masih aja banyak maunya kalian🤣",ngerating bintang orang orang ken global passive castorice bansos gin mau,-1
4540,Gamenya bagus yg bilang power creep skill issue (btw f2p),bilang power creep skill issue btw f p,-1
4542,"1. The EN VA for the Trailblazer crew is mute. 2. Character animations in the story are unsatisfying. 3. No new B4 characters. 4. Even if there are, they will be useless like Misha and Xueyi. 5. Crazy power creep—strong characters like Acheron and Jingliu have dropped significantly in performance, forcing players to gacha for Eidolons. 6. The devs can’t come up with interesting boss mechanics; they only increase hp with updates. 7. DoT Damage is neglected.",en va trailblazer crew mute character animations story unsatisfying new b characters even useless misha xueyi crazy power creep strong characters acheron jingliu dropped significantly performance forcing players gacha eidolons devs come interesting boss mechanics increase updates dot damage neglected,0
4543,anjay Mabar bintang 1 supaya tidak ada global pasif seperti casto meskipun gua pull casto hehe salam booyah,anjay mabar bintang global pasif casto pull casto hehe salam booyah,-1
4545,"you guys are really ruining your own game.. better think twice before implementing effects like that global passive.. its too much, why dont you make it ""passive for castorice in team"" instead of global.. its really annoying.. you guys are disappointing",guys really ruining better think twice implementing effects global passive much dont passive castorice team instead global really annoying guys disappointing,0
4547,"Ekspresi karakter kaku, banyak yapping, males bikin animasi (pake layar hitam), karakter daur ulang, powercreep gila.",ekspresi karakter kaku yapping males animasi pake layar hitam karakter daur ulang powercreep gila,-1
4549,"Remove global pasif, itu hanya akan mempermudah game",remove global pasif mudah,20
4551,asik dapet ff e2+s1🥰🥰🥰🥰moga bansosnya makin banyak😍😍😘😘😘 plissssss castorice e2+s1 plisssss🙏🙏🙏🙏🙏,asik ff e bansosnya plissssss castorice e plisssss,-1
4552,penyakit gila powercreep,sakit gila powercreep,6
4554,ikutan ah gw dh lama hiatus sih,ikut ah hiatus,-1
4555,power creep gila-gilaan ini mah,power creep gila gila mah,35
4556,hapus global pasif,hapus global pasif,20
4557,perbaiki powercreep gilanya dulu sebelum menambahkan global passive!!,baik powercreep gila global passive,6
4558,moc jadi makin susah semenjak hp inflation,moc susah semenjak inflation,-1
4559,"jujur dr segi visual & cutscene udh bagus, cmn sekarang kebanyakan karakter powercreep brutal, karakter-karakter lama kebanyakan jadi susah bersinar lagi semakin banyak karakter baru. favouritism, cuma nge-highlight salah satu karakter dari pada yg satunya dlm satu patch. global passive yg makin lama makin gk ngotak, bikin gamenya pay2win bgt, gk kaya dulu yang sistemnya ramah buat f2p player",jujur dr segi visual cutscene banyak karakter powercreep brutal karakter karakter banyak susah sinar karakter favouritism nge highlight salah karakter satu patch global passive pikir pay win kaya sistem ramah f p player,-1
4560,"sumpah powercreep simulator, karakter baru 3 patch sudah di powercreep njir",sumpah powercreep simulator karakter patch powercreep njir,6
4561,Gameplaynya turn based tapi pity gachanya dipersulit dan terasa pay to win. Setiap patch pasti powercreep dan adanya hp inflation di setiap konten endgame. Gw doain semoga game ini cepat End of Service saja deh.,gameplaynya turn based pity gachanya sulit pay win patch powercreep inflation konten endgame doain moga cepat end service deh,15
4562,Powercreep nya terlalu berasa,powercreep asa,6
4563,"game nya bagus, grafik memanjakan mata cmn powercreep nya kurangin aja hoyo",grafik manja mata powercreep rangin hoyo,6
4564,power creep nya mohon dikurangi ya hoyo🤭😂🧢,power creep rang hoyo,-1
4565,"please hear you player, hoyo!",hear player hoyo,-1
4566,"Minim event ,jadi boring ...",minim event boring,37
4567,game anjg,anjg,-1
4569,"hell nah,power creepnya di control dong,masa iya char lama skrg udh pada GK kepake,gw udh spend banyak buat char lama sampe eidolon,masa kalah sama char baru yg release setiap patch,tambah lagi masalah global passive nya hoyo,biar hancur aj sekalian ini game.",hell power creepnya control iya char skrg kepake spend char sampe eidolon kalah char release patch global passive hoyo biar hancur aj,-1
4570,Can we get another global passive? hoyo tetaplah hoyo,get another global passive hoyo tetap hoyo,-1
4571,untuk sejauh ini saya masih puas sama gameplay dan event yang di kasih hsr,puas event hsr,-1
4572,"konten endgame makin susah,developer rakus rilis karakter B5 baru terus,powercreep cepet",konten endgame susah developer rakus rilis karakter b powercreep cepet,-1
4573,delete global passive pls hoyo,delete global passive hoyo,20
4574,game nya bagus banget menurutku apalagi animasi story nya itu keren banget char nya juga oke udah 1 tahun aku main dan g ada bug samsek sih. sebagai player baru aku udah g sabar nungguin aniv yang bentar lagi pengen gacha Casto😥,turut animasi story char bug samsek player sabar nungguin aniv bentar ken gacha casto,-1
4575,masalah login benerin anj,login benerin anj,-1
4576,where Sunday screen time?!,sunday screen time,9
4577,"Luar biasa, hadiah anniversary ke 2 HSR makin mantap, gua yg player f2p full senyum, udh nabung dan siap buat ambil Castorice ama LC nya:) keren banget Castorice, chara anniv emg ga pernah mengecewakan, Acheron gua masih ke pake sekarang :v, yg ngeluh soal global pasif Casto diem aja dek, lu main game atau ngurus pekerjaan, serius amat si nerd, main² aja wak, kalau skill issue ngaku bukan malah koar²",hadiah anniversary hsr player f p full senyum nabung ambil castorice ama lc castorice chara anniv kecewa acheron pake v ngeluh global pasif casto diem dek ngurus kerja serius nerd wak skill issue ngaku koar,-1
4580,fix Powercreep and global effect,fix powercreep global effect,6
