content,clean_final,pred_topic
sejujurnya saya gak terlalu peduli dengan power creep sama hp inflasi soalnya saya tipikal orang yang fokus story 🗿,jujur peduli power creep hp inflasi tipikal orang fokus story,-1
"mukul nya gantian, bug nya banyak apalah terancam resiko kesukaan hoyovers update",mukul ganti bug apa ancam resiko suka hoyovers update,-1
Thanks banget hoyoverse bug nya sudah di perbaiki 🥰😘🥳 Tapi aku ada bug satu lagi di luofu yang di starskiff jetty yaitu bug nya saat ingin berlari efek visual yang seperti aurora dan yang biru² itu nembus jadi tolong di perbaiki ya. love you hoyoverse 😚,bug baik bug luofu starskiff jetty bug lari efek visual aurora biru nembus baik,-1
Kepada developer yang terhomat tolong tanggapi komentar ini tolong segera di perbaiki servernya karena saya mau login gak masuk too many request terus jadi saya kasih bintang 2 dulu yah kalo udah di perbaiki ntar saya kasih bintang 5,developer terhomat tanggap komentar baik servernya login masuk many request bintang yah baik bintang,-1
Turn base is the only reason that I love this game... its look like Final Fantasy Game...,turn base reason look final fantasy,5
"Dari keseluruhan aku sangat suka game ini, Setiap mode nyaman dan seru buat di mainkan, story nya juga Bagus Namun jika bisa hadirkan Fitur Down Superimpose, Saat Gacha LC Argenti saya mendapatkan 2 sekaligus, dan langsung saya Superimpose, Dan saya menyesal karna Charakter Erudition saya kekurangan CR.D, saya Harap di hadirkan Fitur Downgrade Superimpose terimakasih",suka mode nyaman main story hadir fitur superimpose gacha lc argenti langsung superimpose sesal karna charakter erudition kurang cr harap hadir fitur downgrade superimpose,1
Ko gak bisa masuk sih,ko masuk,-1
Global passive bikin rusak,global passive rusak,-1
"Mungkin ini Game turn based rpg terbaik yang pernah gua mainkan dihp, mulai dari segi grafis yang keren layaknya anime, character dan dunia dengan basis 3D dimana gua bisa bebas mengeksplorasi berbagai tempat yang berbeda ,musuh yang sangat beragam, serta ada banyak lagi fitur fitur lain yang belum gua temukan pada game rpg turn based lainnya, dan untuk sistem gachanya lumayan lah (walau agak susah buat f2p dapetin char B5 hehe), ditunggu update keren kedepannya",turn based rpg baik main dihp segi grafis layak anime character dunia basis mana bebas eksplorasi beda musuh agam fitur fitur temu rpg turn based sistem gachanya lumayan susah f p char b hehe tunggu update depan,1
menurut saya game ini lumayaan menarik daan mmemiliki kualitas yang bagus dari segi character daan gameplay yang tidak monoton dan berinovasi turn-based,lumayaan tarik daan mmemiliki kualitas segi character daan monoton inovasi turn based,-1
Nambah rate aja,nambah rate,-1
Game ini terlalu baik tidak seperti game sebelah😰😭,belah,3
GAME NYA SERUUUUUU😖😖 lag,seruuuuuu lag,28
Best game gacha,gacha,15
Gk ada fitur pindah server,fitur pindah server,29
Mantep pity,pity,24
"Untuk update sekarang kurang menarik di karena untuk update 7,1gb an harusnya Minimal 2 boss fight",update tarik update gb minimal boss fight,-1
Saran = jaringan di perbaiki kerna bisa 175ms padahal di game lain bisa sampe 75/50ms dan tidak ada tombol skip kerna quets nya bisa bikin ngantuk tolong di baca 🗿🫵,saran jaring baik kerna ms sampe ms tombol skip kerna quets ngantuk baca,-1
fps stuck di 30 padahal dulu bisa lebih dan perangkat saya support dan fps sudah saya setting di 60 tetap stuck di 30 tidak turun dan tidak naik semenjak 3.0 membuat saya tidak betah maen hsr tolong developer betulkan bug ini,fps stuck perangkat support fps setting stuck turun semenjak betah maen hsr developer betul bug,23
"yahahahha mampus rating 1,kebanyakan kasih powercreeph sii,layar hitam,karakter baru terus seterusnya lama2 GK relavan,kasih ajah basos,engk guna kalah gtu mah😂,udh ini MH game orng kaya2 yng BLH main",yahahahha mampus rating banyak powercreeph sii layar hitam karakter relavan ajah basos engk kalah gtu mah mh orng kaya blh,12
best game ever,ever,13
"Plis hilangkan rate off, kesel rasanya kalah rate off di high pity",hilang rate kesel kalah rate high pity,0
"Otw download nih, tapi nanti ya kalo ada WiFi :v",otw download nih wifi v,0
gemenya Bagus banget,gemenya,16
Besar amat data yg mau di download Ga bisa login lag,data download login lag,17
"Yang ngerating rendah karena g bisa login, budayakan membaca ,ini server di buka tanggal 26 tod lag",ngerating rendah login budaya baca server buka tanggal tod lag,-1
pertama kali cobain ini game.. keren juga ternyata,kali cobain,-1
Reward nya banyak,reward,13
terlalu banyak narasi dan tidak bisa di skip jadi bermain menjadi membosankan karena terlalu lama menunggu,narasi skip main bosan tunggu,20
SUKAKKKK PLIS DEHH 😭❤💗🌹✨,sukakkkk dehh,-1
GAME BANGSAT,bangsat,3
bestttt,bestttt,21
"Sangat mantap, keren, indah, dan luar biasa, walaupun saya tidak hoki",indah hoki,-1
Please give my account rate on banner archeron 🥺 turn-based,give account rate banner archeron turn based,4
kecewa gw kalah rate off gacha 2banner anj,kecewa kalah rate gacha banner anj,0
Story nya bagus (kecuali xianzhou),story kecuali xianzhou,8
Masih belum bisa log in menggunakan email ataupun Facebook Tolong segera diperbaiki,log email facebook baik,17
"Seru cuy nyeselsih kalo gk nyoba ni game walau download datanya bikin storage menangis, i rec this game ⭐⭐⭐⭐",cuy nyeselsih nyoba download data storage menang rec,-1
Nice game oke gacha,gacha,15
banyakin exp dong :(( gacha,banyak exp gacha,6
"HSR ini asik dan g pelit juga. Kalau update aku g masalah sama puzzle², Soal Karakter² aku jga suka aj, karena desain karakter itu menurut planetny mereka. Dan juga aku g masalahkan soal update sekarang, Yng penting santai aja main, gaperlu banyak mau ini itu. Cukup santai aja, update-update asik dan seru bngt. My Fav game, Thank you HoYo.",hsr asik pelit update puzzle karakter suka aj desain karakter planetny masalah update santai gaperlu santai update update asik fav hoyo,-1
"Dari 1.0 sampai penacony selalu enjoy main ni game, setelah ada banner firefly dan seterusnya entah kenapa jadi susah enjoy dari story, event di game, combat di game jadi rada hambar. Dan mengharuskan kita gacha karakter baru...",penacony enjoy banner firefly susah enjoy story event combat rada hambar harus gacha karakter,18
"Untuk grafik, Krakter, Disaian,Alur cerita menarik bagus, banyak Event setiap bulannya, banyak hadiahnya, gk pelit, gk kaya gem sebelah biar pun satu pemiliknya. Tapi ada masalahnya terkadang suka ngebuk, Terus ngasih musuh kuat², boleh ngasih musuh kuat tapi tolong dong kan gk semua player punya krakter yg bagus dan pas buat ngelawan musuhnya, jadi saran saya untuk musuhnya tolong jangan yg terlalu berlebihan, kesian yg baru main, yg gk punya krakter yg pas, apa lagi kalo yg mainnya alami. gacha",grafik krakter sai alur cerita tarik event bulan hadiah pelit kaya belah biar milik terkadang suka ngebuk musuh kuat musuh kuat player krakter ngelawan musuh saran musuh kesi krakter main alami gacha,1
Goid,goid,-1
BAGUS banget bang,bang,-1
best banner,banner,27
"Bagus game nya tapi ini masalahnya nih di update data nya ulang ulang, tadi udah bisa main tapi di pindah kan ke update data mulu gk abis abis",nih update data ulang ulang pindah update data mulu abis abis,26
"boring , unlepaa",boring unlepaa,5
"Suka saya gameplaynya , tapi moga aja size nya gak gede gede amat minimal 15 gb aja walaupun mustahil wkwk. Ini kan game dari hotovers jadi wajar aja lah.",suka gameplaynya size gede gede minimal gb mustahil wkwk hotovers wajar,18
Malah sering stuck di loading sekarang banner,stuck loading banner,17
"Mohon maaf kepada Dev honkai star rail Saya mau tanya kenapa saya stack loading di chapter 2 xianzou ya,sedangkan sebelumnya tidak ada kendala apapun Padahal saya sangat menikmati gameplay serta alur ceritanya",maaf dev honkai star rail stack loading chapter xianzou kendala apa nikmat alur cerita,8
"lebay lu yg bilang powercreep,apalah.itu mah skill issue",lebay bilang powercreep apa mah skill issue,-1
Game hebat,hebat,21
"game terlalu mudah untuk di cheat di pc/computer , pemilik game nya gk ad kemajuan dalam ban player cheat",mudah cheat pc computer milik ad maju ban player cheat,-1
"Perkembangan game ga terstruktur dengan baik. Karakter bintang 5 cuma jadi barang jualan untuk memaksimalkan pendapatan tapi ga dipertimbangkan dengan aspek-aspek lain dalam game. Saya rasa hoyoverse tidak kekurangan staff, juga tidak kekurangan kreatifitas ataupun dana. Ini seharusnya bisa dihindari dengan tim pengembangan yang mempertimbangkan Kesinambungan Karakter dengan Lore/cerita, (termasuk elemen dan kemampuan). Tidak apa jika rilis karakter tertunda beberapa patch, tapi hasil maksimal",kembang struktur karakter bintang barang jual maksimal dapat timbang aspek aspek kurang staff kurang kreatifitas dana hindar tim kembang timbang sinambung karakter lore cerita elemen mampu rilis karakter tunda patch hasil maksimal,1
Baik baik game sigma update,sigma update,9
Game gacor parah,gacor parah,16
KECEWA BERAT,kecewa berat,-1
Device snapdragon 865 ram 8/256 sering mengalami force close dan frame drop dengan settingan medium 30fps after update patch 1.5,device snapdragon ram alami force close frame drop settingan medium fps update patch,-1
"Tadi udah nyoba game nya gameplay turn base oke banget, cerita untuk di awal juga oke apalagi gacha bagus banget :v tapi sayang nya pas mau ganti grafik dari sangat rendah menjadi sedang bukan nya jadi bagus grafik malah jadi putih semua, ini saya doang atau emng bug nya? mohon di perbaiki yaa",nyoba turn base cerita gacha v sayang ganti grafik rendah grafik putih doang emng bug baik yaa,-1
"gacha busuk, pity terooos",gacha busuk pity terooos,-1
"game-nya bagus, tapi setelah update sangat sulit untuk log in karena selalu forced close. padahal sebelumnya tidak pernah begini.",update sulit log forced close,17
Game top mirip2 gens tapi versi lebih ringannya,top gens versi ringan,-1
Love the story!!!,story,13
"Gamenya seru, bansosnya mantap Wak, tapi hp gw udah gakuat😥",bansosnya wak hp gakuat,0
"Akun sudah 6 bulan lebih nempel di device gak ada masalah, udah jadi akunnya bisa clear all end game konten malah tiba"" Too many request gak bisa login sama sekali kecewa berat Saya lag",akun nempel device akun clear end konten many request login kecewa berat lag,-1
"Game keren bagus sangat mantap grapik memujakan cutscene gelo parah, story absolute cinema 🙌🏻",grapik puja cutscene gelo parah story absolute cema,-1
"musuhnya tebel bat dah lama lama hpnya, buat apa jual karakter lawas kalo udah ngga bisa dipakek coba.",musuh tebel bat hpnya jual karakter lawas dipakek coba,-1
GLOBAL PASSIVE MANTAP! lag,global passive lag,-1
"Hoyo Hp inflation Udah ke lewat batas, masa Hp floor 12 3.0 sama kayak floor 10 3.1. dan lambatkan powercreep nya powercreep itu gapapa tapi jangan cepet baget masa belum 9 patch udah jelek banget (di genshin&zzz tidak seperti itu). Itu aja, selainnya bagus untuk saat ini, liat dulu 3.2. story 3.2 ampas banget, yang bagus cuma plot twist mc, part anaxa, sama part AE dan the herta. sisanya biasa aja dan cuma jualan castorice doang. -1 bintang (bintang 5 => bintang 4)",hoyo hp inflation batas hp floor floor lambat powercreep powercreep gapapa cepet baget patch jelek genshin zzz selain lihat story ampas plot twist mc part anaxa part ae herta sisa jual castorice doang bintang bintang bintang,1
Nyesal nyesal loading aja butuh berjam jam dah tu gk bisa lagi,nyesal nyesal loading butuh jam jam tu,-1
Masih tidak stabil untuk performa hp saya,stabil performa hp,-1
Panjang umur game baik pity,umur pity,-1
"gameplay bagus dan cara bertarung nya bervariasi jadi ga bosen,Gw seneng maen pas ada update event dan story, semoga update kedepannya lebih bagus😁👍",tarung variasi bosan neng maen update event story moga update depan,0
Udah kaga bisa main game nya berhenti,henti,3
Seruu banget cuyy!! hehw .. wajib download sii kalian bagi yg belumm. lag,seruu cuyy hehw wajib download sii belumm lag,0
nyerang nya giliran gitu gak seru yang ada jenuh kebanyakan cerita lagi parah,serang gilir gitu jenuh banyak cerita parah,0
Eventnya rasis amat sama free to play ajg update,eventnya ras free ajg update,0
"Satu kata ""Perfect""",perfect,21
Udah install 2 kali sampe nge hapus sekali terus download lagi. Tetep aja ga bisa masuk. Login error lah. Padahal cara yg gue pake sama kek pas masuk ke genshin. Game rusak.... Mau dimainin malah ribet. Btw gua download nya hari ini ya Tod. Udah lewat dari tanggal 26.,install kali sampe nge hapus download tetep masuk login error pake masuk genshin rusak dimainin ribet btw download tod tanggal,19
"Gamenya bagus banget, mulai dari desain karakter, musik, skill, mekanisme, semuanya bagus bet😭😭.",desain karakter musik skill mekanisme bet,11
Bagus game gravik nya meskipun udh rendah lalu mantap dah,gravik rendah,-1
"aseli, ini game alur ceritanya mindblowing banget. kisah kasakternya juga woww😵‍💫😵‍💫 terlebih lagi, anti kikir😋",aseli alur cerita mindblowing kisah kasakternya woww anti kikir,-1
"i got interested bout this game, but some how the dev getting greed on every update patch. they increase mob's HP, the old character's damage little bit low and how we can got 3 stars on end games content. and now the future update got ""global passive"" form castorice. its time to leave.",got interested bout dev getting greed every update patch increase mob hp old character damage little bit low got stars end games content future update got global passive form castorice time leave,4
NERF SUNDAY AJG GW MAU LIAT STORY NGEN,nerf sunday ajg lihat story ngen,0
Perfect gacha,perfect gacha,15
hsr terbaik yeayy update,hsr baik yeayy update,2
Sehat sehat game baik (kasih gw e2 jingyuan dong) gacha,e jingyuan gacha,6
Wah keren sih tapi aku suka yae Miko chwann,suka yae miko chwann,-1
"Game nya seru bertema anime² gitu, grafik nya juga bagus bgt, bisa explore juga, tapi setiap mau masuk ke game habis memuat kenapa harus error 3 kali biar bisa masuk :( mohon diperbaiki yaa biar gk bosen pas mau masuk harus nunggu lama. Aku gtw sih cmn aku doang apa ngga tapi itu ngeselin bgt. Edit: setelah update udh gk ada error 3 kali lagi, tapi skrg saat masuk malah blm ke loading semua, maksudnya kyk lantainya bolong, dinding nya bolong, itu malah bikin lebih kesel🙃",tema anime gitu grafik explore masuk habis muat error kali biar masuk baik yaa biar bosan masuk tunggu gtw doang ngeselin edit update error kali skrg masuk loading maksud lantai bolong dinding bolong kesel,-1
gacha wangy terusin,gacha wangy terusin,-1
Bagus dr segi apapaun jg,dr segi apapaun,2
"tiba tiba gak bisa login, jaringan Error. padahal buka game lain lancar",login jaring error buka lancar,17
