content,clean_final,pred_topic
"gua sempat berpikir awal mula char 5* op semenjak rilis Acheron kerena mengabaikan weakness musuh sudah op menurut ku pengubah meta gameplay hsr, sekarang lo rilis char yg ada global pasif tambah sulit lagi ini game bagi player casual yg cuma gacha char yg disuka tapi pada akhirnya tidak ngangkat di end game this not FUN, btw char 4* new mana sdh di hapus dari project kh 5* mulu yg keluar :v, lupa ya ada char 4* sebagai alternatif char 5*. sekian dari saya Terima kasih. ❤ banner",pikir char op semenjak rilis acheron rena abai weakness musuh op ku ubah meta hsr lo rilis char global pasif sulit player casual gacha char suka ngangkat end fun btw char new sdh hapus project kh mulu v lupa char alternatif char sekian banner,1
Gimme co-op feature hoyovers I want Play with my friend,gimme co op feature hoyovers want friend,3
"semua terasa beda setelah patch Rappa, powercreep parah, storytelling parah, pendapatan tinggi tpi gak keliatan improvement nya, collab gk ada kejelasan. bye, daripada nunggu janji improvement mending uninstall aja",beda patch rappa powercreep parah storytelling parah dapat liat improvement collab jelas bye tunggu janji improvement mending uninstall,-1
"Story semakin hari semakin seru, event baru juga lebih seru daripada event sebelumnya, YANG PLING PENTING BANSOS NYA MAKIN LANCAT LET'SS GOO! ily hsr lag",story event event pling bansos lancat let ss goo ily hsr lag,3
"Game ga jelas masa mau login ke akun utama aja gabisa.. Keterangannya selalu sama ""terlalu banyak permintaan"" gitu aja terus dari kemarin..",login akun utama gabisa terang minta gitu kemarin,0
Mohon yowoverse bisa mengatasi bug android kalo kita masuk ke game ga kelihatan apa apa malah jadi invisible mohon di perbaiki,yowoverse atas bug android masuk invisible baik,-1
Niceee,niceee,2
Game yang udah lama ditunggu tunggu akhirnya udah rilisss gak sabar nyobain pas tanggal 26,tunggu tunggu rilisss sabar nyobain tanggal,-1
no comment!!,comment,-1
"Secara gameplay gak membosankan dan memberi kesan yang unik gitu, ada story yang bagus dan desain karakter juga saya suka banget! Bintang lima untuk Mih Oyo ☆☆☆☆☆",bosan kesan unik gitu story desain karakter suka bintang mih oyo,1
Habis update ngak bisa login pasti ada tulisan Login eror 1000_3 Tolong segera di fix Dari pada w pindah game sebelah,habis update login tulis login eror fix pindah belah,0
Waaaw,waaaw,2
"Ada suami saya di sana, ganteng²☺",suami ganteng,6
"Dah lah gua pensi Maen Zenless Zone Zero, perangkat hp gua dah gak memumpuni/kompetible lagi.------------------------------------ Balik maen Honkay Star Rail dah, Soalnya gamenya ramah di hp gua, gak kayak ZZZ🗿.------------------------------------- Hell nah",pensi maen zenless zone zero perangkat hp mumpuni kompetible maen honkay star rail ramah hp zzz hell,1
Game sampah gacha kasih gw hoki lah tau tutup aja ni game,sampah gacha hoki tau tutup,-1
tolong lah kalo kasi bos anak buah nya damake nya juga jngn sakit sakit pity,bos anak buah damake jngn sakit sakit pity,-1
"Pas baca review kaget loh banyak yang komplain musuh susah. I mean, your playing turn based game dude. Bikin strategi lah, build karakter, farm relic, sama meluangkan waktu. Kalo ngak bisa ngalahin musuh/bos ya coba lagi aja lah sampe bisa dan bukan memberikan rate bintang 1. Review ku: • Gamenya mudah dipelajari kalo mau belajar. • Gacha ku ngak ku masukin ke review karena itu bukan karena gamenya tapi karena KEBERUNTUNGAN. • Ngak ada masalah susah login spek hp: Poco M5s, CPU:MTK G95 Ram 8G",baca review kaget loh komplain musuh susah mean playing turn based dude strategi build karakter farm relic luang ngalahin musuh bos coba sampe rate bintang review ku mudah ajar ajar gacha ku ku masukin review untung susah login spek hp poco cpu mtk ram,1
loginya lama banget jadi aku kasih bintang 4 aj ya pity,log bintang aj pity,16
keren bgt banner,banner,19
New map when ?,new map,19
haduh update,haduh update,2
Udh cukup bagus tapi ada misi kecil yang sering frez,misi frez,-1
"gua bingung nih,pas masuk di suruh download 23 GB,itu harus ter download semua?soalnya gak bisa masuk kalo gak di download, kalau harus download semua mendingan gua uninstall aja. banner",bingung nih masuk suruh download gb ter download masuk download download mending uninstall banner,0
"don't install, this game has crazy powercreep",install crazy powercreep,20
Absolute cinema,absolute cema,-1
Tambahkan fitur event berupa Co-op bersama teman,tambah fitur event co op teman,-1
sudah setaun main ni nih game ga ada bosenya pity,taun nih bosenya pity,16
Kenapa loginnya selalu eror,loginnya eror,-1
best game mobile,mobile,19
"Honkai Star Rail sangat bagus mulai dari story, karakter sama lainnya ya udah mantep.. Semoga gacha bisa menang rate off.. Banyak bansos stellar jade.. Terima kasih dev baik..",honkai star rail story karakter moga gacha menang rate bansos stellar jade dev,26
"KSJSKSHSJ INII GAMEE PLZZ, MAKASII HOYOO UDAH BIKIN GAMEE INII. jujur ak bru mainn, jadii nya masii seruu seruu nyaa sii. aku sukaa bammgett samaa story, design karakternya yangg baguss gitu, battle, teruss amaa bansos hehe. dan update baru2 ini menurutkuu baguss sii. oiya, ini udh mwu aniv ke-2 jadii, METT ANNIVERSARY KEDUAA YAQWH :D turn-based",ksjskshsj ini gamee plzz makasii hoyoo gamee ini jujur bru mainn jadi masii seruu seruu nyaa sii sukaa bammgett samaa story design karakter yangg baguss gitu battle teruss amaa bansos hehe update menurutkuu baguss sii oiya mwu aniv jadi mett anniversary keduaa yaqwh turn based,21
mantap banner,banner,19
"Saran gw jgn unduh pra instalasi. Tunggu aja ganti versi lalu update biar gak ada file ganda & terjadi error. Gw hindari main di awal2 baru ganti patch karena biasanya banyak bug. Karakter jalan sendiri & stuck di langit. Tiba-tiba hanya latar belakang aja. Apk suka Force close. Apk ini bikin hp cpt panas & boros baterai. Jgn pakai ke grafik tinggi. Jgn pakai wifi, paket internet kartu SIM, bluetooth aktif. Bikin lag & hp panas. Kalau ada bug event, relog apk. Selebihnya sudah ok.",saran unduh pra instalasi tunggu ganti versi update biar file ganda error hindar ganti patch bug karakter jalan stuck langit latar aplikasi suka force close aplikasi hp cpt panas boros baterai pakai grafik pakai wifi paket internet kartu sim bluetooth aktif lag hp panas bug event relog aplikasi lebih,-1
Gimana loginnya anying patah patah,gimana loginnya anying patah patah,-1
Padalan pen main banget di hp tapi hp selalu error tapi untung dah main di PC,padalan pen hp hp error untung pc,0
"Absolutely amazing game, currently it is patch 2.3, game literally got better each update, with really good QoL.",absolutely amazing currently patch literally got better update really qol,4
makasih game baik saya selalu menang rate off ama sering dapet relic yang bagus semoga terus lancar bansos nya,menang rate ama relic moga lancar bansos,25
"Nice system need boss, guild/alliance and pvp too",system need boss guild alliance pvp,4
Teraima kasih gane baik sudah memberikan bansos yg banya dan memeberikan saya menang rate off 2 kali,teraima gane bansos banya memeberikan menang rate kali,-1
Hp inflation nya kelewatan.,hp inflation lewat,-1
"Cerita bagus, ga pelit..tapi boleh lah ditambahin tombol skip biar omongnya gak banyak, kalo tentang map dan design karakternya wahh bagus sih! Tapi sayang ada beberapa bug..tapi okelah!",cerita pelit ditambahin tombol skip biar omong map design karakter wahh sayang bug,-1
Kecewa kenapa akun saya tiba tiba hilang/terhapus sendiri padahal gw off cuman berapa jam aja pas mau login kok ngulangin dari awal karakter saya semua nya hilang dm yang sudah saya beli buat Gacha hilang rugi banget sumpah tolong dia balikin dong mohon bantuan nya🙏,kecewa akun hilang hapus cuman jam login ngulangin karakter hilang dm beli gacha hilang rugi sumpah balikin bantu,0
"Haloo, awal perilisan tempat nya masih terdapat background kereta nya namun setelah update beberapa objek seperti kereta menjadi transparan semoga cepat di perbaiki yaa agak kesusahan kalo buat liat map nabrak",haloo rilis background kereta update objek kereta transparan moga cepat baik yaa susah lihat map nabrak,-1
Game turn base gak seru,turn base,18
Ini gimana ya udah download terus download datanya esok nya update terus setelah update download data lagi terus malah ga bisa di buka,gimana download download data esok update update download data buka,-1
"Seru banget guys, bisa main santai, storynya bagus, menarik, bikin penasaran mulu, mekaniknya ga bosenin",guys santai cerita tarik penasaran mulu mekanik bosan,22
Maenarik,maenarik,6
Game bagus seru ya unik lah game nya (Kasih kemudahan bagi yang suka gacha dong),unik mudah suka gacha,-1
"Permainan yg bagus menarik, grafiknya juga memuaskan. Tapi kenapa gachanya kgk wangy 😭😭😭",main tarik grafik muas gachanya wangy,3
Tong sampah,tong sampah,-1
bagus banner,banner,19
Sehat² game baik 😁 turn-based,turn based,18
"Controller ds4 gabisa dipake di game ini, please support controller buat android",controller ds gabisa dipake support controller android,5
Mau sparkle malah dikasih bailu💀,sparkle kasih bailu,-1
I like it update,update,7
Ga bisa masuk dalam game nya padahal sudah tanggal 26 April 2023 tetap tidak bisa masuk Dengan kata error,masuk tanggal april masuk error,7
Game ini tidak bisa di mainin hjale narzo❌ tapi aku suka,mainin hjale narzo suka,3
Aasswa,aasswa,14
Baru main lagi pas login akun akunnya ko beda jadi akun baru ayolah turn-based,login akun akun ko beda akun ayo turn based,0
Game nya bagus si seruu apa lagi animasi nya the best lahh😎 pity,seruu animasi lahh pity,-1
Hope my phone make it,hope phone,10
Setiap update stuck di loading train,update stuck loading train,17
"Honkai: Star Rail itu game yang bener-bener berkualitas. Visualnya cakep, jalan cerita seru, dan karakter-karakternya punya kepribadian yang bikin betah main terus. Update-nya juga rutin dan gak ngebosenin. Cocok banget buat yang suka game RPG dengan alur cerita yang kuat.",honkai star rail bener bener kualitas visual cakep jalan cerita karakter karakter pribadi betah update rutin ngebosenin cocok suka rpg alur cerita kuat,1
"Farming relic ny terlalu ampas, dri banner ny si acheron gua kaga pernah dpet yg bagus ajg, g logis pula tu yg di cari crit/cdm buat dps malah dpet hp, def, resis dst, giliran nyari stat buat tank/sup dpet ny att, crit/cdm. Kan kek asu bgst, kpan gua bisa jdi char ny kalo gini trus tod, mna makin hari makin susah lawanny di MoC",farming relic ampas dri banner acheron dpet ajg logis tu cari crit cdm dps dpet hp def resis dst gilir cari stat tank sup dpet att crit cdm asu bgst kpan char gin tod mna susah lawanny moc,-1
game para sigma,sigma,8
"Baguss, semuanya bagus. Cuma sering ada kendala waktu login. Kadang harus ngulang 4x baru bisa login atau harus pake vpn baru bisa loginn",baguss kendala login kadang ngulang x login pake vpn loginn,0
"GAME ELIT, MENDUKUNG HP RAM 6 KEATAS SULIT CUAKS pity",elit dukung hp ram atas sulit cuaks pity,-1
Always feel good...😎😎 gacha,always feel gacha,11
Cant log in,cant log,10
game nya bagus tapi musuh nya kuat² semua anjay jdi nya mati² mulukkk,musuh kuat anjay mati mulukkk,12
"ramah f2p ga kyk sodara""nya :3",ramah f p sodara,-1
Super banner,super banner,19
"Dear Hoyoverse saya ingin mengajukan masalah yg Saya temukan yaitu beberapa adegan cutscene dalam story banyak mengalami patah-patah Yang mengganggu kenikmatan dalam menonton cutscene tersebut . untuk info aja saya menggunakan hp infinix note 12i 2022 Chipset G85 Ram 6GB ROM 128GB , Dan Masalah Ini Bukan Cuma Saya Yang kena Jadi Mohon Untuk Lebih Di Optimalkan Lagi Cutscenenya Dan Ya Cuma Itu Aja Sih pengajuan saya selebihnya udah Mantap kok hehehe 😄",dear aju temu adegan cutscene story alami patah patah ganggu nikmat tonton cutscene info hp infinix note chipset ram gb rom gb kena optimal cutscenenya aju lebih hehehe,-1
Game nya cukup bagus tapi hp saya Helio g37 Masi bisa main lah ngeframe dikit gak ngaruh,hp hio mas ngeframe dikit ngaruh,-1
TOLONG LAH GW PLAYER BARU MASA UDAH KALAH RET OFF,player kalah ret,9
cool,cool,10
knp aku ngulang dari awal mohon maaf??🙏🙏 ( saya sudah punya akun trus saya sudah lama tidak main sekarang mau main lagi pake akun yang sama malah ngulang dari awal knp yaa?) all my account,ngulang maaf akun pake akun ngulang yaa account,0
Yeay,yeay,2
"Bagus bgt, garafik sangat bagus,karakter nya cantik dan ganteng dan story sangat membagongkan. No komen walaupun sinyal jelek tapi ini bagus bgt gamenya 🥰🤩 pity",garafik karakter cantik ganteng story bagong komen sinyal jelek pity,24
"Game nya seru banget,map nya open world dan luas,battle nya lumayan keren",map open world luas battle lumayan,-1
Kece,kece,6
Keep up the good work❤️,keep work,14
Kerja bagus,kerja,-1
Gw kira game ny kek honkai impact ternyata beda bangt bedah jauh malah g sesuai ekspektasi banner,honkai impact beda bangt bedah sesuai ekspektasi banner,-1
Game burik kikir pity,burik kikir pity,-1
Heheheha,heheheha,2
"Asu,gw di spam bronya any,gw pengen robin,tolong kasih robin lah😭",asu spam bronya ken robin robin,3
well,well,10
"Gamenya asik, seru storynya turn-based",asik cerita turn based,22
"Kalian pada bego yah,darurat membaca banget jelas jelas dikasih tau informasi nya bisa main tanggal 26",bego yah darurat baca kasih tau informasi tanggal,-1
Kerja bagus update,kerja update,-1
"game nya seruu, akhirnya bisa main game ini setelah sekian lama",seruu sekian,2
Fitur Skip!!!!,fitur skip,-1
Tolong beri aku clara,clara,23
Semoga makin byk mode game permanen berhadiah stellar jade & direset per hari🙏🙏🙏 banner,moga byk mode permanen hadiah stellar jade direset banner,25
"woi tolong ini rate di benerin kocak game bagus ini kocak,lu kalo download cuma fomo rate doang ga main ga usah ngerate jelek ini game kalo di hapus dari PlayStore duit gw juga ilang kocak mikir boss mikir bisa bisanya rate bintang 1 pada fomo ya kalian semua banner",woi rate benerin kocak kocak download fomo rate doang ngerate jelek hapus playstore duit ilang kocak mikir boss mikir bisa rate bintang fomo banner,1
Keren update,update,7
No coment...!!,coment,14
bagus banget moga terus berkembang,kembang,8
enk d mainkan d waktu senggang turn-based,enk main senggang turn based,9
Gamenya enak dimainin gak ngebosenin.. turn-based,enak dimainin ngebosenin turn based,22
"Rata rata bagus lah dari segi optimal gamennya, tapi saat di Cutscenenya selau patah patah hingga gak enak tuk di dengar dan masih terus berlanjut",segi optimal gamennya cutscenenya selau patah patah enak tuk dengar lanjut,-1
Seru bat cuy apalagi disini ada si beliau welt dan Kuru kururin gacha,bat cuy beliau welt kuru kururin gacha,3
Sebenarnya udh bagus tapi masak ngebug world nya jadi putih semua mau di apain aja ngk bisa balik normal harus download ulang y ngk pp,masak bug world putih apain normal download ulang pp,-1
"Buat yang bilang farm relic susah, aslinya mudah kok, paling kalau mau cepat bisa pakai crafting that di setel self modulnya",bilang farm relic susah asli mudah cepat pakai crafting setel self modul,-1
Suka desain ama grafiknya cmn aku emng klo soal game turn base suka ngantuk jadi itu doang sih minusnya,suka desain ama grafik emng turn base suka ngantuk doang minus,-1
finally! this is good game i hope late this game more good game than now !,finally hope late,14
Gameplay 20% Story 80% 🥱 update,story update,7
