content,clean_final
"Saran gw jgn unduh pra instalasi. Tunggu aja ganti versi lalu update biar gak ada file ganda & terjadi error. Gw hindari main di awal2 baru ganti patch karena biasanya banyak bug. Karakter jalan sendiri & stuck di langit. Tiba-tiba hanya latar belakang aja. Apk suka Force close. Apk ini bikin hp cpt panas & boros baterai. Jgn pakai ke grafik tinggi. Jgn pakai wifi, paket internet kartu SIM, bluetooth aktif. Bikin lag & hp panas. Kalau ada bug event, relog apk. Selebihnya sudah ok.",saran unduh pra instalasi tunggu ganti versi update biar file ganda error hindar ganti patch bug karakter jalan stuck langit latar aplikasi suka force close aplikasi hp cpt panas boros baterai pakai grafik pakai wifi paket internet kartu sim bluetooth aktif lag hp panas bug event relog aplikasi lebih
Gimana loginnya anying patah patah,gimana loginnya anying patah patah
Padalan pen main banget di hp tapi hp selalu error tapi untung dah main di PC,padalan pen hp hp error untung pc
"Absolutely amazing game, currently it is patch 2.3, game literally got better each update, with really good QoL.",absolutely amazing currently patch literally got better update really qol
makasih game baik saya selalu menang rate off ama sering dapet relic yang bagus semoga terus lancar bansos nya,menang rate ama relic moga lancar bansos
"Nice system need boss, guild/alliance and pvp too",system need boss guild alliance pvp
Teraima kasih gane baik sudah memberikan bansos yg banya dan memeberikan saya menang rate off 2 kali,teraima gane bansos banya memeberikan menang rate kali
Hp inflation nya kelewatan.,hp inflation lewat
"Cerita bagus, ga pelit..tapi boleh lah ditambahin tombol skip biar omongnya gak banyak, kalo tentang map dan design karakternya wahh bagus sih! Tapi sayang ada beberapa bug..tapi okelah!",cerita pelit ditambahin tombol skip biar omong map design karakter wahh sayang bug
Kecewa kenapa akun saya tiba tiba hilang/terhapus sendiri padahal gw off cuman berapa jam aja pas mau login kok ngulangin dari awal karakter saya semua nya hilang dm yang sudah saya beli buat Gacha hilang rugi banget sumpah tolong dia balikin dong mohon bantuan nya🙏,kecewa akun hilang hapus cuman jam login ngulangin karakter hilang dm beli gacha hilang rugi sumpah balikin bantu
"Haloo, awal perilisan tempat nya masih terdapat background kereta nya namun setelah update beberapa objek seperti kereta menjadi transparan semoga cepat di perbaiki yaa agak kesusahan kalo buat liat map nabrak",haloo rilis background kereta update objek kereta transparan moga cepat baik yaa susah lihat map nabrak
Game turn base gak seru,turn base
Ini gimana ya udah download terus download datanya esok nya update terus setelah update download data lagi terus malah ga bisa di buka,gimana download download data esok update update download data buka
"Seru banget guys, bisa main santai, storynya bagus, menarik, bikin penasaran mulu, mekaniknya ga bosenin",guys santai cerita tarik penasaran mulu mekanik bosan
Maenarik,maenarik
Game bagus seru ya unik lah game nya (Kasih kemudahan bagi yang suka gacha dong),unik mudah suka gacha
"Permainan yg bagus menarik, grafiknya juga memuaskan. Tapi kenapa gachanya kgk wangy 😭😭😭",main tarik grafik muas gachanya wangy
Tong sampah,tong sampah
bagus banner,banner
Sehat² game baik 😁 turn-based,turn based
"Controller ds4 gabisa dipake di game ini, please support controller buat android",controller ds gabisa dipake support controller android
Mau sparkle malah dikasih bailu💀,sparkle kasih bailu
I like it update,update
Ga bisa masuk dalam game nya padahal sudah tanggal 26 April 2023 tetap tidak bisa masuk Dengan kata error,masuk tanggal april masuk error
Game ini tidak bisa di mainin hjale narzo❌ tapi aku suka,mainin hjale narzo suka
Aasswa,aasswa
Baru main lagi pas login akun akunnya ko beda jadi akun baru ayolah turn-based,login akun akun ko beda akun ayo turn based
Game nya bagus si seruu apa lagi animasi nya the best lahh😎 pity,seruu animasi lahh pity
Hope my phone make it,hope phone
Setiap update stuck di loading train,update stuck loading train
"Honkai: Star Rail itu game yang bener-bener berkualitas. Visualnya cakep, jalan cerita seru, dan karakter-karakternya punya kepribadian yang bikin betah main terus. Update-nya juga rutin dan gak ngebosenin. Cocok banget buat yang suka game RPG dengan alur cerita yang kuat.",honkai star rail bener bener kualitas visual cakep jalan cerita karakter karakter pribadi betah update rutin ngebosenin cocok suka rpg alur cerita kuat
"Farming relic ny terlalu ampas, dri banner ny si acheron gua kaga pernah dpet yg bagus ajg, g logis pula tu yg di cari crit/cdm buat dps malah dpet hp, def, resis dst, giliran nyari stat buat tank/sup dpet ny att, crit/cdm. Kan kek asu bgst, kpan gua bisa jdi char ny kalo gini trus tod, mna makin hari makin susah lawanny di MoC",farming relic ampas dri banner acheron dpet ajg logis tu cari crit cdm dps dpet hp def resis dst gilir cari stat tank sup dpet att crit cdm asu bgst kpan char gin tod mna susah lawanny moc
game para sigma,sigma
"Baguss, semuanya bagus. Cuma sering ada kendala waktu login. Kadang harus ngulang 4x baru bisa login atau harus pake vpn baru bisa loginn",baguss kendala login kadang ngulang x login pake vpn loginn
"GAME ELIT, MENDUKUNG HP RAM 6 KEATAS SULIT CUAKS pity",elit dukung hp ram atas sulit cuaks pity
Always feel good...😎😎 gacha,always feel gacha
Cant log in,cant log
game nya bagus tapi musuh nya kuat² semua anjay jdi nya mati² mulukkk,musuh kuat anjay mati mulukkk
"ramah f2p ga kyk sodara""nya :3",ramah f p sodara
Super banner,super banner
"Dear Hoyoverse saya ingin mengajukan masalah yg Saya temukan yaitu beberapa adegan cutscene dalam story banyak mengalami patah-patah Yang mengganggu kenikmatan dalam menonton cutscene tersebut . untuk info aja saya menggunakan hp infinix note 12i 2022 Chipset G85 Ram 6GB ROM 128GB , Dan Masalah Ini Bukan Cuma Saya Yang kena Jadi Mohon Untuk Lebih Di Optimalkan Lagi Cutscenenya Dan Ya Cuma Itu Aja Sih pengajuan saya selebihnya udah Mantap kok hehehe 😄",dear aju temu adegan cutscene story alami patah patah ganggu nikmat tonton cutscene info hp infinix note chipset ram gb rom gb kena optimal cutscenenya aju lebih hehehe
Game nya cukup bagus tapi hp saya Helio g37 Masi bisa main lah ngeframe dikit gak ngaruh,hp hio mas ngeframe dikit ngaruh
TOLONG LAH GW PLAYER BARU MASA UDAH KALAH RET OFF,player kalah ret
cool,cool
knp aku ngulang dari awal mohon maaf??🙏🙏 ( saya sudah punya akun trus saya sudah lama tidak main sekarang mau main lagi pake akun yang sama malah ngulang dari awal knp yaa?) all my account,ngulang maaf akun pake akun ngulang yaa account
Yeay,yeay
"Bagus bgt, garafik sangat bagus,karakter nya cantik dan ganteng dan story sangat membagongkan. No komen walaupun sinyal jelek tapi ini bagus bgt gamenya 🥰🤩 pity",garafik karakter cantik ganteng story bagong komen sinyal jelek pity
"Game nya seru banget,map nya open world dan luas,battle nya lumayan keren",map open world luas battle lumayan
Kece,kece
Keep up the good work❤️,keep work
Kerja bagus,kerja
Gw kira game ny kek honkai impact ternyata beda bangt bedah jauh malah g sesuai ekspektasi banner,honkai impact beda bangt bedah sesuai ekspektasi banner
Game burik kikir pity,burik kikir pity
Heheheha,heheheha
"Asu,gw di spam bronya any,gw pengen robin,tolong kasih robin lah😭",asu spam bronya ken robin robin
well,well
"Gamenya asik, seru storynya turn-based",asik cerita turn based
"Kalian pada bego yah,darurat membaca banget jelas jelas dikasih tau informasi nya bisa main tanggal 26",bego yah darurat baca kasih tau informasi tanggal
Kerja bagus update,kerja update
"game nya seruu, akhirnya bisa main game ini setelah sekian lama",seruu sekian
Fitur Skip!!!!,fitur skip
Tolong beri aku clara,clara
Semoga makin byk mode game permanen berhadiah stellar jade & direset per hari🙏🙏🙏 banner,moga byk mode permanen hadiah stellar jade direset banner
"woi tolong ini rate di benerin kocak game bagus ini kocak,lu kalo download cuma fomo rate doang ga main ga usah ngerate jelek ini game kalo di hapus dari PlayStore duit gw juga ilang kocak mikir boss mikir bisa bisanya rate bintang 1 pada fomo ya kalian semua banner",woi rate benerin kocak kocak download fomo rate doang ngerate jelek hapus playstore duit ilang kocak mikir boss mikir bisa rate bintang fomo banner
Keren update,update
No coment...!!,coment
bagus banget moga terus berkembang,kembang
enk d mainkan d waktu senggang turn-based,enk main senggang turn based
Gamenya enak dimainin gak ngebosenin.. turn-based,enak dimainin ngebosenin turn based
"Rata rata bagus lah dari segi optimal gamennya, tapi saat di Cutscenenya selau patah patah hingga gak enak tuk di dengar dan masih terus berlanjut",segi optimal gamennya cutscenenya selau patah patah enak tuk dengar lanjut
Seru bat cuy apalagi disini ada si beliau welt dan Kuru kururin gacha,bat cuy beliau welt kuru kururin gacha
Sebenarnya udh bagus tapi masak ngebug world nya jadi putih semua mau di apain aja ngk bisa balik normal harus download ulang y ngk pp,masak bug world putih apain normal download ulang pp
"Buat yang bilang farm relic susah, aslinya mudah kok, paling kalau mau cepat bisa pakai crafting that di setel self modulnya",bilang farm relic susah asli mudah cepat pakai crafting setel self modul
Suka desain ama grafiknya cmn aku emng klo soal game turn base suka ngantuk jadi itu doang sih minusnya,suka desain ama grafik emng turn base suka ngantuk doang minus
finally! this is good game i hope late this game more good game than now !,finally hope late
Gameplay 20% Story 80% 🥱 update,story update
