content,clean_final
Bagus dr segi apapaun jg,dr segi apapaun
"tiba tiba gak bisa login, jaringan Error. padahal buka game lain lancar",login jaring error buka lancar
2 akun banner std newbie dapet yanqing apalah 😠 turn-based,akun banner std newbie yanqing apa turn based
"Tolong buat mode controller support mode gamepad playstasion dong ,jgn cuman mode xbox doang pliss. Kalo bisa malah game2 hoyoverse support controller PS. lag",mode controller support mode gamepad playstasion cuman mode xbox doang support controller ps lag
"Story & Music bagus, gk kalah dari para pendahulunya. Bansos juga lancar, desain karakternya kreatif. Overall bagus sih bintang 5 lah. Tapi kalo gk dapet E6 Herta, auto bintang 1",story music kalah dahulu bansos lancar desain karakter kreatif overall bintang e herta auto bintang
Gila sumber dayanya 13 gb,gila sumber daya gb
"Pokoknya game ini bagus ...semoga aku bisa dapat Acheron😭, Black Swan ma Sparkle gk dapet2 pas gacha anjim🤧😭",pokok moga acheron black swan sparkle gacha anjim
"Game ini sangat menyenangkan untuk dimainkan, storynya bagus dan seru untuk di ikuti, gameplay dari karakternya sangat menarik, apalagi desain karakternya tidak kalah keren dengan game lain, overall ini game sangat bagus 👍 turn-based",senang main cerita ikut karakter tarik desain karakter kalah overall turn based
Perbanyak event-nya lagi min pity,banyak event pity
"Download Daleman lama lama pake wifi eh pas giliran sisah 63MB error alasan gagal jaringan, wifi aman aja data juga gak bisa aneeh aneeh jwdi males buat mainnya padahal baru mau nyobain game hoyo jadi gak tertarik lagi",download dalem pake wifi eh gilir sisah mb error alas gagal jaring wifi aman data aneeh aneeh jwdi males main nyobain hoyo tarik
Buat yang ram hp nya kecil kyaknya susah banner,ram hp kyaknya susah banner
"Rusak rusak, ini kenapa setelah update 1.1 kok nggak nyaman banget mainnya, bangunan bangunan disekitar kok pada ilang ilang, kemarin pas 1.0 masalahnya cuman login eror tapi masih bisa lah klo berkali kali, tapi kali ini kok bisa badan keretanya ilang setengah ya pas waktu login screen. Yah saya cuman bisa ngomong tentang masalah bug bangunan ilang ilang ini aja, konten game dan gameplay main emang enak lah dan bagus, untung aja walau bug gini masih bisa dapat silver wolf hehe, thank you",rusak rusak update nyaman main bangun bangun sekitar ilang ilang kemarin cuman login eror kali kali kali badan kereta ilang login screen yah cuman ngomong bug bangun ilang ilang konten enak untung bug gin silver wolf hehe
Puk turn-based,puk turn based
Aku suka game nya tapi dihp ku ngebug kota nya menghilang tolong fix bug nya mihoyo🙏🏿😔🙏🏿,suka dihp ku bug kota hilang fix bug mihoyo
"Permisi sebelum nya untuk developer,saya pemain dari PC/Laptop,dan saya ingin bermain di hp namun tidak bisa di launch,Spek yang saya gunakan Snapdragon 665, gmn permasalahan agar saya bisa bermain di PC + Hp? turn-based",permisi developer main pc laptop main hp launch spek snapdragon masalah main pc hp turn based
story bagus banget mantap,story
(Orang Pertama yang mengomentari),orang komentar
Baru masuk beberapa menit pas main tiba tiba keluar dan malah ngulang,masuk menit ngulang
Semoga bansos nya lancar 😇😇😇,moga bansos lancar
"Tolong lebih di optimalkan lagi game ini,saya main genshin impact grafik rendah aja bisa lancar tapi waktu main Honkai Star Rail di grafik rendah malah terjadi Patah patah",optimal genshin impact grafik rendah lancar honkai star rail grafik rendah patah patah
"The best Hoyoverse game that i ever played. Walau pun gameplay nya kayak gitu tapi ga ngebosenin sama sekali, karakternya juga bagus semua worth to top up & play!",ever played gitu ngebosenin karakter worth top
I love playing Honkai Star Rail so much,playing honkai star rail much
"If you are looking for a gimmick, this game 100% for you.",looking gimmick
"Powercreep, hp inflasion, black screen, borong story",powercreep hp inflasion black screen borong story
update kali ini kenapa ya di aku yanqing nya ngebug? pas lawan yanqing itu selalu keluar paksa dan itu mau login ke dalam game pun susah banner,update kali yanqing bug lawan yanqing paksa login susah banner
"developer budeg di feedback ga denger sama sekali, tidak ada yang suka global passive, kalian sama saja memaksakan gacha karakter walau tak suka demi buff permanen di lingkungan POWERCREEP yang amat sangat parah ditambah dengan inflasi HP dan juga mekanik bos endgame memiliki mekanik yang mengharuskan menggunakan karakter baru. Saya player HSR sejak rilis sangatlah kecewa terhadap perkembangan game ini. Uninstall telah kulakukan, selamat tinggal hsr, it's a been a good run.",developer budeg feedback denger suka global passive paksa gacha karakter suka buff permanen lingkung powercreep parah tambah inflasi hp mekanik bos endgame milik mekanik harus karakter player hsr rilis kecewa kembang uninstall laku selamat tinggal hsr run
Semua udah bagus... Cuma sayang gak bisa multiplayer,sayang multiplayer
Ini masih tahap pra unduh ya adik-adik,tahap pra unduh adik adik
"Aku beri Bintang 5 karena Mama Kafka Pulang, Terimakasih Mihoyo 👍",bintang mama kafka pulang mihoyo
Mantap!!!!!! gacha,gacha
"Saya mengalami keluhan, saya sudah tidak memiliki konten untuk mendapatkan stelar jade lagi musuhnya terlalu kuat 😭😭 build tim terlalu sulit karena mahal banget udah itu sampe sekarang gacha banner Fu Xuan ga dapat² padahal udah pity 79 tolong bantuannya developer",alami keluh milik konten stelar jade musuh kuat build tim sulit mahal sampe gacha banner fu xuan pity bantu developer
Good update,update
Game nya bagus gua suka mekanisme gamenya yang seru dan story nya yang Mayan bagus apalagi momih kafka tapi yang gua gasuka loading screen nya lag banget jadi pas mau login jadi males,suka mekanisme story lumayan momih kafka gasuka loading screen lag login males
Gg gimang,gimang
power creep nya mohon dikurangi ya hoyo🤭😂🧢,power creep rang hoyo
Gak bisa masuk ke dalam game udah coba berulang kali tetap gak bisa dan memory gak penuh. mohon perbaikan,masuk coba ulang kali memory penuh baik
Game yang menarik dan mengibur turn-based,tarik mengibur turn based
Bansos banyak hoyoverse,bansos
Nggak bisa buka sama sekali honkai star rail nya cmn pas pencet aplikasi black screen 5-7 dtk terus force close,buka honkai star rail pencet aplikasi black screen dtk force close
"gua mau menyampaikan kalo gua sakit hati banget karena ga pernah menang rate off( ya jadi setiap dapet b5 limit setelahnya pasti dapet b5 standar). tolong ya buat pihak hsr, udah mah selalu dapet b5 di pity yang tinggi(70 keatas) tolong kasih jaminan bakal menang rate off se enggak nya sekali aja setelah dapet b5 limit. gua ngerasa bosen banget tiap main hsr ga pernah menang 50/50 padahal udah level 58. tolong pertimbangkan lagi ya pihak hsr.",sakit hati menang rate b limit telah b standar hsr mah b pity atas jamin menang rate b limit ngerasa bosan hsr menang level timbang hsr
baguss,baguss
Untuk gameplay untuk divice saya lumayan memadai tetapi ada sedikit keluhan dimana saat scrol ke atas ke menu data terasa frame drop yang sangat membuat saya tidak nyaman saat bermain padahal saya main game yang lebih berat seperti ghensin dan car x streat biasa² saja.Saya tidak tau apakah itu suatu bug atau HP saya yang tidak mendukung kegiatan tersebut tapi saya mohon untuk mencarikan solusi atas masalah tersebut agar pengalaman bermain saya lebih terasa nyaman.,divice lumayan pada keluh mana scrol menu data frame drop nyaman main berat ghensin car x streat tau bug hp dukung giat cari solusi alam main nyaman
I want stelle ponytail😭,want stelle ponytail
"Happy 2nd Anniversary Honkai: Star Rail, semoga konten endgamenya lebih menarik lagi. update",happy nd anniversary honkai star rail moga konten endgamenya tarik update
Gacha gw mana woy lah 😡,gacha woy
Tolong buatin co-op dong mau main sama kawan banner,buat co op kawan banner
Baru aja update g bisa buka gamenya padahal wifi bagus trus storage masih banyak,update buka wifi storage
Cara build archeron kek mana?,build archeron
"Game ini sangat memuaskan saya. Tapi entah kenapa sekarang ini sering ngebug game nya tiba-tiba gambar nya hilang dan nyangkut serta tidak bisa di pencet, sekian dari saya tanks mihoyo. gacha",muas bug gambar hilang nyangkut pencet sekian tanks mihoyo gacha
Karena saya pecinta game Turn-base jadi game ini menurut saya bagus dari segi cerita dan mekanisme permainannya. Ditambah lagi graphik dan voice over yang bagus. 😁👍 pity,cinta turn base segi cerita mekanisme main tambah graphik voice pity
"Selalu gagal login kode 1001_2,sedangkan teman saya main login nya lancar pity",gagal login kode teman login lancar pity
"Walau belum mencoba, pasti bagus",coba
Rekomen untuk tidak hp kentang yah saya pengguna m12 dijamin ngga bisa masuk :v,rekomen hp kentang yah guna jamin masuk v
Tetap semangat hoyovers dan makin berjaya dan semoga ini game bisa menjadi populer di kalangan semua gamers amiiiinnnn lag,hoyovers jaya moga populer kalang gamers amiiiinnnn lag
player nya suka yoimiya kek orang stress,player suka yoimiya orang stress
Udah gak ada lawan perfect game mobile saat ini,lawan perfect mobile
knp si pas di donlownd itu lama banget,donlownd
"Kekhawatiran muncul mengenai ""global passive"" yang baru-baru ini diperkenalkan dan bagaimana hal ini, bersama dengan peningkatan kekuatan musuh, membuat karakter-karakter lama menjadi kurang berguna atau ""powercrept"". bikin boring kalo cuma ngandelin karakter baru buat kelar konten. story yang terlalu panjang dari story sebelumnya walaupun masih bagus gk cocok buat player baru ngabisin banyak waktu",khawatir muncul global passive kenal tingkat kuat musuh karakter karakter guna powercrept boring ngandelin karakter kelar konten story story cocok player ngabisin
Thanks for low pity,low pity
Banyak bansos dan tidak mudah bosan,bansos mudah bosan
"overall sudah bagus, saran saya tambah pengaturan untuk teks demage agar bisa di hilangkan, karena saya sering mengalami frame drop pada saat bermain di simulated univers yang dimana teks demage terlalu banyak dan besar, Terima kasih. 😁",overall saran atur teks dage hilang alami frame drop main simulated univers mana teks dage
Sehat selalu game baik gacha,gacha
Bagus banget game nya ketagihan banget sih moga update nya g terlalu tinggi naik GB nya,tagih update gb
"Yang ngasih rating bintang 1,kebanyakan yang main skil isuee main asal asalan semua game ada mekaniknya kalo mau gamplay lancar bisa sampe end game usahain pelajari kit karakternya",rating bintang banyak skil isuee asal mekanik lancar sampe end usahain ajar kit karakter
"Itu yg ngasih bintang 1 di tgl 23 sama 24 ada masalah apa sih hidupnya,jelas"" udh di tulis tgl 26 jam 10 rilis ehh malah koar"" gabisa masuk🤣 kalian sangat lawak seperti badut, btw lumayan lah gamenya tapi genshin tetap no 1 sih🤙",bintang tgl hidup tulis tgl jam rilis ehh koar gabisa masuk lawak badut btw lumayan genshin
Karakter orange nya susah didapat padahal gacha sudah 40x.. Need KAFKA 😁😁,karakter orange susah gacha x need kafka
Best game of the year 2023 !!!,year
"ini entah bug atau memang renderingnya yang bermasalah, ini bukan patah2 lagi, bahkan sampe force close terus menerus, prasaan saya main minecraft genshin impac dan game2 berat lainnya lancar2 saja, masa main game ini yang hanya sekitar 2-3 GB saja kaya berat banget. turn-based",bug renderingnya masalah patah sampe force close terus prasaan minecraft genshin impac berat lancar gb kaya berat turn based
"Min fix bug event LUKA yang lagi tarung, sering macet disana",fix bug event luka tarung macet sana
Maaf saya kasih bintang 3 soalnya belum support untuk semua gamepad😢 banner,maaf bintang support gamepad banner
Tolong updatenya jangan besar bangat 😭 gacha,updatenya bangat gacha
"Game mantap sekali untuk ,freeplayer ga pelit grafis oke..cuman sizenya itu sudah 20GB keatas🥲,untuk yg hp kentang pasti lag ini game",freeplayer pelit grafis cuman sizenya gb atas hp kentang lag
Mantapp gw dpt bladie makasih HSR,mantapp bladie hsr
"game nya sekarang udh gak have fun lagi... char b4 GK bakalan rilis kalo powercreep nya brutal gini, story nya jga susah di cerna kalau gk bener2 mikirin apa yg di sampein... pasrah aja lah... makasih mihoyo👍",fun char b rilis powercreep brutal gin story susah cerna bener mikirin sampein pasrah mihoyo
almakk,almakk
tidak suka -100,suka
Coba dulu wkwkwk,coba wkwkwk
"Favorite game baik, gk kaya sebelah banyak2 bersyukur",favorite kaya belah syukur
WUAAAANGYYYY HUHA HUHAAAA,wuaaaangyyyy huha huhaaaa
"Overall udh bagus, tpi kesel bgt sm fans² hsr yg g bisa bgt g nyenggol² fans² game hoyo yg lain ntah itu genshin, hi3, zzz disenggol semua, mereka mengganggap hsr itu yg paling WAW gtu paling niat story pling bgs dll, pdhl semua game itu punya kelebihan dan kekurangan nya masing-masing jd g usah di banding-bandingin.",overall kesel fans hsr nyenggol fans hoyo ntah genshin hi zzz senggol mengganggap hsr waw gtu niat story pling dll pdhl lebih kurang banding bandingin
generous. love it gacha,generous gacha
Top lah,top
oh my god kafka,oh god kafka
Pelit lag,pelit lag
Wah ngeri juga game satu ini sekali update game 6GB lebih.. wah udah hp gw rip... Rip hp gw dah cukup makasih udah menemaniku saat pertama kali rilis :( pity,ngeri update gb hp rip rip hp teman kali rilis pity
saya ingin lost Netherland atau area ultimate dari castorice lebih di optimisasi karena area tersebut menyebabkan lag berlebihan pada saat melawan boss,lost netherland area ultimate castorice optimisasi area sebab lag lawan boss
"game nya bener bener bagus mulai dari gameplay nya, segi permainan nya visual juga itu bener bener udh bagus pokoknya",bener bener segi main visual bener bener pokok
aku sangat suka game baik,suka
"Grafik bagus, gacha ampasss 👎👎",grafik gacha ampasss
Udah coba login 20x enggak masuk2 juga apa2 an ini,coba login x masuk
Good ahhh.,ahhh
gatau intinya gw rela nabung buat ganti hp biar bisa main ni game,inti rela nabung ganti hp biar
