original_index,raw_content
6868,Grafik nya bagus 👍
6869,Gamenya bagus
6870,Bagus storynya oke overall mantap tingkatkan lagi untuk optimasi jaringan dan juga optimal performa
6871,Sangat menyenangkan
6872,Honkai sleep raill😴
6873,"Bagus banget gamenya dari segi grafik yang memukau, lagu yang kerennn, alur yang mind blowing. Desain karakter waifuable. Hai pompom sayang jangan kasih aku kalah rate off dong:)"
6874,"Story & Music bagus, gk kalah dari para pendahulunya. Bansos juga lancar, desain karakternya kreatif. Overall bagus sih bintang 5 lah. Tapi kalo gk dapet E6 Herta, auto bintang 1"
6875,Qustnya dikit gak kayak genshin
6876,Powercreep nya terlalu ngeri Kalo bisa dikurangi
6877,I play since him release
6878,"I like the game.. But when downloading data, why does it always error?"
6879,Good bagus bangett! Tambahin update yang seru lainnya Honkai: Star Rail!!
6880,Udah seru main baru abis prog masuk kamar dan hang aman pas masuk kamar marc 7 malah nge bug download ulang sama aja udah mulai jatuh hati saya sama game nya malah ke gini mudah mudahan di update selanjutnya saya bisa maen lagi yah walaupun udah saya unistal juga game nya
6881,"Game baik ga pelit bansos tapi powercreapnya gila banget, plis dong hoyo yakali baru 3/4 patch udah kena powercreap aja"
6882,"Gamenya santuy banget, gak kikir, farming bisa diauto sama pinjem karakater teman. The best sih storynya juga bagus, udah main game ini setahun lebih dari versi 1.3😁"
6883,"Susah bgt up stat crit, udah berbulan bulan belom dapet sama sekali stat crit yang bagus"
6884,Mantap
6885,halo. tolong dong dari pihak hoyoverse hilang kan bug loding nya di karenakan itu saya gak bisa main dengan tenang
6886,"Powercreepnya meledos, tolong dong gw udh susah² build satu character malah kegeser meta."
6887,Ya bolehlah
6888,Mantap
6889,game sudah bagus dan tampilan cantik untuk full size ya mirip2 lah ma genshin tapi tolong dong untuk gacha jan pelit2 jir
6890,"Masih ku mainkan,cuma entah kenapa pembaruan sekarang banyak bug tidak ada progres/tidak bisa bergerak"
6891,Woilah calx nya busuk amat
6892,"gua mau menyampaikan kalo gua sakit hati banget karena ga pernah menang rate off( ya jadi setiap dapet b5 limit setelahnya pasti dapet b5 standar). tolong ya buat pihak hsr, udah mah selalu dapet b5 di pity yang tinggi(70 keatas) tolong kasih jaminan bakal menang rate off se enggak nya sekali aja setelah dapet b5 limit. gua ngerasa bosen banget tiap main hsr ga pernah menang 50/50 padahal udah level 58. tolong pertimbangkan lagi ya pihak hsr."
6893,"Saya sudah beberapa hari sudah tidak login, tapi selepas saya login kok disuruh mengunduh data lagi sekitar 17gb? padahal saya sudah update beberapa hari,tolong dikasih solusinya untuk hoyoverse"
6894,"I love playing this game, simple! tapi aku ada sempat ga main game ini lagi cukup lama dan akun aku hilang, aku gatau kenapa tiba tiba ilang, aku udah make akun yang aku loginin tetap aja, kenapa ya itu :/"
6895,Gamenya seru sekali!
6896,Ga bisa login njir😡
6897,Bagus cik 😆
6898,Top
6899,"Jelek banget setiap masuk update data, bikin habis kuota trus lama lgi nunggu nya"
6900,"Divergent univers nya aneh, kok sy habis update OS malah hilang semua save-an sy. Capek cape dptin yg bagus bagus, malah hilang semua. Mau farming relic jadi kesusahan, mau ngulang tapi badan sudah lelah dari kerjaan. Tolong lah mihoyo di perbaiki sistem savenya nyusahin banget ini mah namanya"
6901,"Rate gacha komtol, minim konten ajg, game kikir tai"
6902,"Akhir-akhir ini jadi suka game turn base, mantap pokoknya 🔥🔥🔥🔥"
6903,Prowercreep ga ngotak
6904,Sistem gacha ampas parah
6905,Too much power creep
6906,"secara keseluruhan gameplay dan alur cerita bagus, hanya saja pas loading screen ngeframe parah, tapi pas maen ga nge lag mau pun frame drop"
6907,"Tolong tambah fitur skip, bikin rusak keyboard dan mouse"
6908,"gamenya baguss, bansos ga kurng dan slalu cukup💜💜pokokny perfect banget"
6909,🌷
6910,Gamenya sangat bagus dari pada pvz fusion
6911,Aku suka ultimate Firefly
6912,KENAPA SAYA BLM DPT SUNDAY 😡
6913,"Ayolah hoyo tambahin fitur skip,main/side story berbelit-belit karakter juga kaku. coba dong liat game tetangga ada fitur skip walaupun story to the point (Yakin bertahun-tahun gak dipertimbangin🤨)"
6914,"Di Penacony memiliki story yang bagus, Grafik yang mantap, Kualitas music yang tinggi (bagus) Dan Teka Teki Ilusi yang sangat luar biasa. The best HoYo Team !!"
6915,"Game busuk, saya gacha selalu dapat di hard pity saat posisi rate off maupun rate on, jarang menang rate off Dan yang paling menyedihkan lagi akun saya dalam posisi end game yang berarti sudah sangat terbatas dalam hal mencari stellar jade, game ini baik dalam memberikan hadiah, tetapi itu hanya untuk pancingan agar saya mau gacha lebih jika menginginkan karakternya karena powercreep dalam game ini yang terlalu cepat seperti game kakak nya honkai impact, Saya memutuskan untuk pensiun"
6916,Gamenya bagus gak bohong. Cuma ukuran gamenya semakin update semakin besar untuk ukuran mobile sampe 21gb... Gilaaaaaaa
6917,Seruu
6918,cukup fair untuk f2p
6919,Sebenarnya aku sudah main game ini tapi harus unduh nah itu unduh nya lama dan tolong buat unduhnya jangan banyak ya karna pertama kali main sudah suka banget soalnya aku suka karakter ceweknya❤️❤️❤️❤️❤️🥰🥰
6920,"Game nya seperti game sebelah, tapi bagus kok ceritanya. Aku suka sama desain karakternya karna lebih stylish dan keren ajaa gitu, dan yang bikin aku kaget, ada Himeko!! Akhirnya aku bisa melihat Tante ku dari sekian lama T___T tetapi aku sekarang sudah pensi karna udah ga sanggup ngelanjutin ceritanya. Semakin berat dan semakin susah puzzlenya. Ohiya ini bisa jadi game ngantuk karna yaaa gitu, turn based gamenya. ohiya, ada Raiden woi disana! Tapi namanya bukan Raiden Mei atau Raiden ei."
6921,"Menarik, seru dan have fun"
6922,"Overall, this is great"
6923,Udah yapping nya?!!!
6924,"Game baik, semua event nya ga ada yg bosenin sama sekali!! Desain desain karakter makin cakep, mao yg luas serta banyaknya sumber sj jadi favorit saya. Puzzle nya gaada yg harus mikir keras, dan story nya yg sangat bagus.."
6925,"Fitur hapus data error, data saya terus terhapus walaupun ga mengaktifkatan fitur hapus data (saat ganti akun), jadi harus terus download dan itu lama dan menghabiskan kuota"
6926,Let me be one of your beya tester
6927,Kepada developer untuk update ke depannya saya berharap untuk lebih meng optimalisasi kan lagi dalam performa nya karena game ini tergolong cukup berat untuk device low end
6928,"i like this game, but hoyo.pls make the cloud version pls."
6929,"HOYO,BIKIN CLOUDNYA PLS HOYOVERSE,MAKE THE CLOUD VERSION PLEASE"
6930,very lag padahal aku pake iphone 12 pro max😒
6931,kenapa saya mau login akun lewat Facebook gak bisa 😭
6932,cukup bagus
6933,ini kenapa sejak ada fitur hapus data. setiap mau ganti selalu donlot data yg mayan gede. buset dah. sangat mengecewakan 🤡😭🤬
6934,Bagus bet
6935,"game nya udh bagus,tpi gachanya yg kurang bagus jir lah hilangkan rate of plisssssssss >:("
6936,Asik
6937,"menurut gua story quest nya aja udah bagus banget, kemudian event nya unik, puzzle dari game ini tuh menarik banget karena cukup menantang bagi pemainnya, dan desain dari karakter beserta skill nya juga pada bagus dan unik² banget.👍🏻"
6938,Sediakan fitur hapus data quest lama
6939,"gacha nya ampas banget udh nyentuh 70 pull ampas , kikirnya tolong di jaga jangan kaya genshin lah"
6940,"Udah jarang main ini game,soalnya setiap masuk,login eror Mulu _-"
6941,Oi servernya benerin lah.mau login malah kena kode eror terus.
6942,"Tolong ini kenapa saya tidak bisa masuk ke gameplay, kena kode error : 1001_0"
6943,"game nya knp ya? udh download semua data TPI ttp ga bisa masuk? habisin Kouta bngt buat download data tpi hasil nya ga memuaskan, kecewa bngt"
6944,"Punya saya background pesawatnya tidak ada, jadi serasa sperti melayang diantariksa, sulit buat explore. TOLONG BUG NYA DI PERBAIKI"
6945,"mengalami force close,padahal baru beberapa hari"
6946,👍🏻
6947,Relic bapuk
6948,"Minim gameplay, cuman ngandelin char limited lu gak punya lu gak bisa clear stage. Udah data gameplay png repetif juga. Ini game overated"
6949,Game baik
6950,"Game ga jelas masa mau login ke akun utama aja gabisa.. Keterangannya selalu sama ""terlalu banyak permintaan"" gitu aja terus dari kemarin.."
6951,Nice
6952,Mau Download data eror gajelas mulu! Jaringan udh bagus berhenti berhenti mulu! B4bi gak jelas bnget ni gake bikin emosi!
6953,Tambahin tombol skip dongs
6954,Login eror
6955,I love HSR sm
6956,Bukannya senang karna main malah stress gara gara HP boss ga ngotak
6957,"Dari segi cerita keren beut gila,, walaupun bukan penggemar turn base tapi tetep sukak karna lorenya, kekompakan chara2, dan gimana event semuanya seru buat dimainin. Cuman sayang yg ga ngelag cuman di belobog, nasib hp kentank😭"
6958,good today
6959,game yangg bagus hd dan ringan di hp
6960,Sebenernya cerita nya bagus dll aku suka tapi sayang nya pas gali asik lawan musuh tiba tiba di kasih notif terus di paksa keluar pas mau login lagi eh di suruh unduh data lagi dan itu butuh waktu yang lama
6961,Gua dah 3 hari download data nya kumpelit kenap ga bisa login login eror terus gitu Mulu Kenap ya Gerafik bagus jadi gua kasih 3 bintang dulu ya
6962,Rapa pisang🍌🍌🍌🍌🍌😐😐😐😐
6963,"Geme babi, game tolol"
6964,Saya terkena force close terus
6965,Best game ever! No debate 🫡
6966,Sebenarnya bagus cuma masih ada crash atau bug tiap masuk kamar march itu layar tiba tiba jadi aneh padahal pas keluar dari passenger cabin gak kenapa kenapa tolong benerin ya
6967,✋😐🤚
6968,Tidak pelit bansos
6969,"akhirnya data yg ga guna bisa dihapus, Sekarang masalah nya ada di gacha😔 masa dapet bintang 5 ny susah"
6970,Honkai: Star Rail no
6971,Gem baik
6972,Seru tapi terlalu berat
6973,"Game nya bagus dan seru tapi kalo bisa tambahin fitur lompat sama dash, itu aja sih😁"
6974,Bagus tapi hard pity mulu setiap gacha manuk.
6975,Bansos lancar 👍
6976,"Apa ini ketika saya bermain, game berhenti secara terpaksa. Ada apa hoyo. Sebelumnya aman aman saja"
6977,Saya mohon di update depan nanti ada fitur multiplayer
6978,"Setelah ada fitur hapus data, pas ganti akun selalu di minta download data Mulu, ga kayak genshin, download data yg hilang cuma sekali doang, setelah itu ga perlu download"" lagi"
6979,"Kamu tahu, saya sangat bosam dalam menyelesaikan even, karena itu beberapa even tidak ku selesaikan kan, tapi tidak untuk even merenovasi kamar di 2.7 itu sangat mengasikan, saya harap ada even semacam ini di masa depan 🙏🏼"
6980,"story bagus, grafik dan gameplay nggak gampang nge bosenin, tapi sayang kadang kalau login akun suka eror selalu bertulis ""terlalu banyak aksi, coba beberapa saat kemudian"" saya tak tunggu tapi tetap gak bisa bisa nyampe 2 hari lebih"
6981,"Hard pity terus belakangan ini di versi - versi terbaru ini, tau tau gacha kalah rate, ga masalah kalah rate juga , cuma ya jangan kalah di hard pity juga, jadinya kehabisan bahan buat gacha, tapi oke lah udah bagus di versi sekarang dan juga data game sebelumnya bisa di hapus, jadi lumayan meringankan, di tunggu di update selanjutnya👍"
6982,selalu kalah 50/50
6983,"untuk game nya oke sih, cuma pas udah download data nya, udah selesai, udah loading, pas masuk malah keluar keluar ga jelas padahal syarat hp gw udah terpenuhi anj"
6984,awalnya saya main tidak pernah mengalami freze namun setelah update kemarin saya mengalami freze yang cukup parah mohon untuk segera di atasi🙏🏻
6985,Sehat sehat game baik 🤗🔥
6986,Kedepannya kasi character ga pake baju ya
6987,Jir pity 9 dapat jinyuan
6988,Keren
6989,"bagus sih, tapi pull karakter selalu hard pity, rate on atau rate off selalu hard pity😮‍💨 pls hoyo soft pity"
6990,gamenya bagus banget sayangnya aku bermain sering mendapatkan hard pity
6991,Sering frame drop sm ngeglitch semoga aja bisa diperbaiki (⁠〒⁠﹏⁠〒⁠)
6992,Game ini sangat baik tidak seperti kikir impak 🗿
6993,Gamenya bgs tapi pas aku coba msk gak bisa msk padahal jaringan bgs tapi gak bisa masuk sama sekali tolong di fiks yah :)
6994,"GAME JELEK! GA LOGIN 2 BULAN SELALU AKUN TIDAK DITEMUKAN,APA BANGET INI?! DIKIRA GA CAPE NGURUS AKUN,"
6995,"Kebanyakan update anying, baru ditinggal beberapa hari dah update lagi"
6996,Aku nak bansos lagi
6997,game ya bagus
6998,"Gameplay dengan kekurangan dan kelebihan yang membuat player harus mengandalkan sebuah perhitungan dan keputusan yang tepat. Cuma tolong tetapkan 1,2 atau 3 team yang tidak terkena powercreep/setidaknya masih bisa dipake agar bisa menyelesaikan konten yang akan didatangkan. Lama-lama player akan kehilangan minat karena DPS yang mereka sukai ter-powercreep secara ga masuk akal. Meski bonusnya sangat deras agar bisa dapat DPS baru, tapi tetap ga akan sebanding karena sistem gacha 50/50."
6999,"Ini adalah game yang sangat cocok dengan saya. Karena tidak perlu orang lain untuk menyelesaikan misi, cukup sendiri saja. Tidak ada PVP, jadi tidak perlu top up terus untuk bersaing. Konten gamenya sangat menarik dan menyenangkan. Banyak meme juga disini, jadi sangat menghibur. Dan juga saya sangat menantikan collab nanti dengan Fate Stay Night. Karena saya menyukai anime tersebut. Tetap semangat para developer, semoga game HSR semakin baik dari hari ke hari."
7000,Min knp pas mau log in permintaan terlalu banyak
7001,Update 2.7 sangat memuaskan dengan adanya fitur untuk menghapus data yang sudah tidak diperlukan. Bisa hemat sampe 7 GB... Peak Hsr🗣️🗣️
7002,Gamenya Udah Enak banget buat Gua Yang Udah Incip Incip Semua Game Hoyoverse dan Hati gw Tetep stay Ke Honkai Star Rail dari Awal Rilis Sampe Sekarang. Itu Juga Menurut gw Pribadi Lebih Suka Game Turn Based Dan Terimakasih Hoyoverse telah Membuat Game Sebagus Honkai Star Rail. Muachhh Mama Mei😍
7003,"Ada beberapa hal yang membuat gua berhenti main game ini: 1. Powercreep yang berlebihan - Walaupun tiap update selalu banyak bansos, tetapi selalu ada char baru seolah kita tuntut untuk mengikuti Meta baru tersebut sehingga char lama tidak sekuat dulu lagi 2. Anihilation Gang yang terlupakan - Bayangi aja lu buat char sekeren itu, malah dijadiin tumbal buat Acheron kocak 3. Story 2.6 yang membosankan - apa coba story rappa yang isinya kebanyakan brainrot gak guna"
7004,Fireflies cantik banget loh ya
7005,"Tolong perbaiki masalah bug log in error, masalahnya setelah hapus data terdahulu dan mau login kembali selalu error"
7006,"Grafik bagus, karakternya gk mati maksudnya ga surem, banyak event"
7007,"saya lumayan suka gamenya, dari segi lore dan karakter saya lumayan suka, tapi yg bikin membosankan itu saat bertarung tidak bisa manual seperti di genshin impact, padahal lebih seru bertarung manual seperti di genshin. tapi lorenya banyak yang tidak terlalu saya pahami. tolong dikembangkan lagi ya hoyo, terimakasih"
7008,"Overall game buatan hoyovers memang tidak pernah gagal dalam membuat game yang memiliki grafik, voice, music, dan detail yang sangat menarik dan bagus. Tetapi saran saja adakan fitur skip story. Tidak semua orang memiliki waktu lebih untuk bermain game, dan menambah fitur skip story dapat mempercepat proses misinya beres"
7009,game nya udah bagus tapi tolong diperbaiki untuk pengurangan lagnya kayak genshin impact gak terlalu lag 👉👈
7010,"Bintang 1, update payah masa setiap ganti akun harus download lagi, padahal ngga di aktifin auto hapus datanya"
7011,"Jelek, gwa udah banyak kali gacha gk pernah dapet tu char b5"
7012,"Lma banget klo mau di loginin, Banyak aturanyyaaaaaaaa, klo mau login hrus periksa update data dluuuuuuuuu, mohon itu di hilangkan 🧐🤬"
7013,Ini kenapa game nya saat selesai bermain game lalu keluar dan masuk lagi harus download ulang data padahal tadi pagi saya sudah download data dan kenapa saya harus download lagi padahal sudah saya download... Ini developer gamenye mohon diperbaiki lagi Dan saya sudh letih-letih menunggu lama untuk mendownload data game😤😤
7014,"Main hampir 2 tahun dan update 2.7 terburuk dari sekian banyak versi. Beberapa karakter bisu, story tidak menarik, schene terlalu banyak plagiarism dengan game lain, stelar jade juga seret 😠 kembalikan hsr kami yg dulu!"
